_id,request_id,generated_at,keyword,country,region,language,sources_used,aliexpress_query.ship_to_country,aliexpress_query.target_currency,aliexpress_query.target_language,ali_avg_sale_price,ali_avg_evaluate_rate,category_name,trends_count,trends_mean,trends_max,trends_min,trends_std,trends_first_date,trends_first_value,trends_last_date,trends_last_value,trends_slope,yt_total_views,yt_total_likes,yt_total_comments,yt_videos_count,engagement,cluster
69ec70de11cbf4e9d1cfcea8,340cb258-256c-4689-b2d5-348143c3a9dd,2026-04-25 07:42:24.994,hub usb,MX,MX,es,"['google_trends', 'youtube', 'aliexpress']",MX,MXN,ES,27.837,96.67,Computer & Office,91,22.93406593406593,100,0,30.87818438739996,2026-01-25,0,2026-04-25,32,0.090237298932951,4512.0,73.0,0.0,4.0,0.016179078014184396,3
69ec720c11cbf4e9d1cfcf16,92aae0d8-6957-4afa-b2bc-4caabb5c902d,2026-04-25 07:47:17.300,organizador tarjetas,MX,MX,es,"['google_trends', 'youtube', 'aliexpress']",MX,MXN,ES,22.454,92.75,Home & Garden,91,1.098901098901099,100,0,10.482848367219182,2026-01-25,0,2026-04-25,0,0.0525561395126612,2323.0,35.0,0.0,2.0,0.015066724063710719,3
69ec73e911cbf4e9d1cfcf82,ebe4ccbc-e4f0-470e-9546-452e05bda52c,2026-04-25 07:55:10.756,impresora termica portatil,MX,MX,es,"['google_trends', 'youtube', 'aliexpress']",MX,MXN,ES,51.627,95.68,Computer & Office,91,5.967032967032967,100,0,21.13840661999467,2026-01-25,0,2026-04-25,0,0.3142379359770664,93801.0,3027.0,107.0,38.0,0.03341115766356435,0
69ec748c11cbf4e9d1cfd012,8543da75-2d84-4e4d-8dc8-112f27547770,2026-04-25 07:58:00.764,cuerdas led,MX,MX,es,"['google_trends', 'youtube', 'aliexpress']",MX,MXN,ES,26.685,91.7,Lights & Lighting,91,1.912087912087912,100,0,12.971462996086922,2026-01-25,0,2026-04-25,0,0.0551361681796464,692542.0,7055.0,95.0,22.0,0.010324283581356798,0
69ec75aa11cbf4e9d1cfd092,4b568ded-f5e8-4a9f-9dae-d95cd8e4eec3,2026-04-25 08:02:48.599,soporte tablet,MX,MX,es,"['google_trends', 'youtube', 'aliexpress']",MX,MXN,ES,32.908,93.32,Computer & Office,91,5.318681318681318,100,0,16.91145510585395,2026-01-25,0,2026-04-25,0,0.1476668259276954,13304.0,402.0,19.0,17.0,0.03164461815995189,3
69ec76a511cbf4e9d1cfd10d,23bf1f84-fc1c-482a-9db1-91d1220b7471,2026-04-25 08:07:01.220,tableta LCD,MX,MX,es,"['google_trends', 'youtube', 'aliexpress']",MX,MXN,ES,274.79200000000003,95.81,Toys & Hobbies,91,1.098901098901099,100,0,10.482848367219182,2026-01-25,0,2026-04-25,0,-0.0079630514413123,3994.0,126.0,5.0,4.0,0.032799198798197295,3
69ec77a111cbf4e9d1cfd17b,5444d881-d4de-4f3f-88b4-a69cd824d85f,2026-04-25 08:11:01.565,guitarra,MX,MX,es,"['google_trends', 'youtube', 'aliexpress']",MX,MXN,ES,23.21,90.54,Computer & Office,91,80.62637362637362,100,67,8.63281639591153,2026-01-25,100,2026-04-25,90,-0.0077719382067208,56784.0,2208.0,86.0,31.0,0.04039870386024232,0
69ec783711cbf4e9d1cfd204,78d39cbc-bd71-4909-b4ba-94fd14705297,2026-04-25 08:13:40.811,bateria,MX,MX,es,"['google_trends', 'youtube', 'aliexpress']",MX,MXN,ES,129.698,92.14,"Automobiles, Parts & Accessories",91,79.67032967032966,100,57,6.852501481705533,2026-01-25,82,2026-04-25,85,0.0211180124223602,46146.0,1256.0,65.0,12.0,0.028626533177306807,0
69ec78dc11cbf4e9d1cfd27a,10f50757-7ad4-41cb-b4f0-92c95f134bae,2026-04-25 08:16:18.079,flautas,MX,MX,es,"['google_trends', 'youtube', 'aliexpress']",MX,MXN,ES,31.202,93.28,Sports & Entertainment,91,70.13186813186813,100,49,10.2764118156407,2026-01-25,60,2026-04-25,57,-0.0530976270106704,9478.0,120.0,2.0,45.0,0.012871913905887319,3
69ec7c0a11cbf4e9d1cfd311,6105a905-50c1-4344-9098-0d90ec80bc5d,2026-04-25 08:29:58.729,coches juguetes,MX,MX,es,"['google_trends', 'youtube', 'aliexpress']",MX,MXN,ES,98.29,90.88,Toys & Hobbies,91,1.6923076923076923,100,0,11.858135798488084,2026-01-25,0,2026-04-25,0,0.0966395922917662,43100.0,460.0,18.0,7.0,0.011090487238979119,3
69ec7d4911cbf4e9d1cfd382,d7d7bb99-3f20-4ab1-a6b7-a8938746602d,2026-04-25 08:35:16.207,ganchos ropa,MX,MX,es,"['google_trends', 'youtube', 'aliexpress']",MX,MXN,ES,35.642,95.79,Home & Garden,91,25.65934065934066,100,0,30.238393468576326,2026-01-25,90,2026-04-25,33,0.1049530179964962,13091648.0,291377.0,1663.0,46.0,0.022383736562425142,0
69ec7dea11cbf4e9d1cfd41a,9cc34744-ca7a-4e68-8899-d490c56eddbc,2026-04-25 08:38:00.130,toallas,MX,MX,es,"['google_trends', 'youtube', 'aliexpress']",MX,MXN,ES,24.048,89.8,Home & Garden,91,83.26373626373626,100,69,7.070808793648501,2026-01-25,86,2026-04-25,72,0.0034081860168816,193034.0,2069.0,143.0,37.0,0.011459121191085508,0
69ec7ea011cbf4e9d1cfd4a9,7a3c5ae3-170d-43f1-a246-c6060efdf26b,2026-04-25 08:41:04.636,mochila viaje,MX,MX,es,"['google_trends', 'youtube', 'aliexpress']",MX,MXN,ES,110.142,96.34,Sports & Entertainment,91,14.516483516483516,100,0,26.147599268325717,2026-01-25,0,2026-04-25,41,0.4235387800605191,132836.0,1767.0,69.0,19.0,0.013821554397904183,3
69ec7f3b11cbf4e9d1cfd526,eaa5df05-085a-48b6-9123-1037740e9469,2026-04-25 08:43:42.526,condon,MX,MX,es,"['google_trends', 'youtube', 'aliexpress']",MX,MXN,ES,,,,91,48.21978021978022,100,34,8.76331012777731,2026-01-25,46,2026-04-25,46,-0.1215639433030737,264917.0,3360.0,30.0,6.0,0.012796460778281499,0
69ec7fdb11cbf4e9d1cfd58c,b0ef21c7-3afb-4756-a723-f9a2deba1b07,2026-04-25 08:46:20.512,vibrador,MX,MX,es,"['google_trends', 'youtube', 'aliexpress']",MX,MXN,ES,217.515,91.2,Beauty & Health,91,82.4065934065934,100,61,8.31194324381492,2026-01-25,84,2026-04-25,92,-0.0386207994903647,64106.0,1305.0,10.0,19.0,0.020512900508532744,3
