keyword,category_name,country,trends_mean,trends_slope,yt_total_views,yt_engagement,ali_avg_sale_price,cluster,success_proba,rf_prob,xgb_prob_high,forecast_mean,trend_quality,consistency_score,social_velocity,POS,tier
soporte para tv,Consumer Electronics,MX,54.870968,0.538306,2149.0,0.033969,166.341,Muerto,0.011234,0.129747,0.004562,100.0,0.959245,0.0,1.780488,0.198778,LOW
escritorio,Phones & Telecommunications Accessories,MX,80.225806,0.075403,22193.0,0.031046,17.914,Estable,0.010087,0.034841,0.00442,87.012097,0.32081,0.0,14.978261,0.181054,LOW
maquina de coser,Home & Garden,MX,75.354839,-0.221774,15782.0,0.02148,38.952222,Muerto,0.006121,0.0,0.00442,55.395161,-1.478409,3.4e-05,21.1875,0.134084,LOW
cama de niño,Toys & Hobbies,MX,36.83871,3.798387,15123358.0,0.009501,5681.28875,Barato masivo,0.999876,0.894708,0.945254,100.0,3.476636,0.0,4354.272727,0.768397,HIGH
marmol,Home & Garden,MX,80.419355,-0.42621,611376.0,0.030186,20.201,Estable,0.00262,0.0,0.004419,42.060484,-3.127566,4.7e-05,439.404762,0.098977,LOW
marcador amarillo,Office & School Supplies,MX,11.032258,0.726613,1303.0,0.008442,12.855,Muerto,0.023945,0.120767,0.004597,76.427419,0.291955,0.0,3.666667,0.18553,LOW
tornillos,Tools,MX,81.741935,-0.468548,90432.0,0.014353,18.975,Muerto,0.000577,0.0,0.004419,39.572581,-3.435356,3.9e-05,27.041667,0.078779,LOW
control xbox,Consumer Electronics,MX,65.626374,-0.042491,24274.0,0.064843,49.634444,Estable,0.001945,0.01,0.004423,61.802198,-0.206988,4e-06,104.933333,0.165881,LOW
control playstation,Consumer Electronics,MX,8.032967,0.206402,22561.0,0.011569,61.724,Muerto,0.00299,0.005,0.004631,26.609173,0.083175,0.0,13.736842,0.171637,LOW
raton gamer,Computer & Office,MX,1.164835,0.017869,7084.0,0.01581,21.936,Muerto,0.000523,0.0,0.004388,2.773053,0.001811,2.8e-05,16.0,0.171791,LOW
cafetera express,Home & Garden,MX,11.120879,0.609651,41103.0,0.079143,1437.08,Barato masivo,0.101351,0.062778,0.004483,65.989489,0.234641,0.0,141.434783,0.218236,LOW
xiaomi tag,Watches,MX,9.098901,0.493215,38906.0,0.046882,13.512,Estable,0.018424,0.055,0.004483,53.488294,0.170283,0.0,165.818182,0.18387,LOW
camara web,Consumer Electronics,MX,37.076923,0.042491,7072.0,0.020079,46.999,Muerto,0.013641,0.693044,0.004914,40.901099,0.044075,0.0,11.833333,0.174776,LOW
rastreador,Home & Garden,MX,66.175824,0.056936,3317.0,0.029846,85.685,Muerto,0.00614,0.015,0.004423,71.300048,0.257672,1e-06,9.9,0.177757,LOW
microfono,Consumer Electronics,MX,82.67033,-0.007788,21908.0,0.062123,110.625,Estable,0.002809,0.005,0.004419,81.969422,-0.07994,0.000864,104.692308,0.273144,LOW
camara inalambrica,"Automobiles, Parts & Accessories",MX,13.384615,0.740038,4741.0,0.051255,72.56,Muerto,0.180065,0.662025,0.005865,79.988055,0.312191,0.0,40.5,0.249438,LOW
hub usb,Computer & Office,MX,22.934066,0.090237,4512.0,0.016179,27.837,Muerto,0.004593,0.08111,0.004533,31.055423,0.064919,0.0,14.6,0.171796,LOW
organizador tarjetas,Home & Garden,MX,1.098901,0.052556,2323.0,0.015067,22.454,Muerto,0.004225,0.005,0.004388,5.828954,0.00503,2.8e-05,11.666667,0.173296,LOW
impresora termica portatil,Computer & Office,MX,5.967033,0.314238,93801.0,0.033411,51.627,Estable,0.001385,0.01,0.004387,34.248447,0.084698,0.0,80.358974,0.172639,LOW
cuerdas led,Lights & Lighting,MX,1.912088,0.055136,692542.0,0.010324,26.685,Estable,0.002859,0.005,0.004388,6.874343,0.007546,2e-06,310.869565,0.176929,LOW
soporte tablet,Computer & Office,MX,5.318681,0.147667,13304.0,0.031645,32.908,Muerto,0.000981,0.005,0.004388,18.608696,0.043849,0.0,23.388889,0.169987,LOW
tableta LCD,Toys & Hobbies,MX,1.098901,-0.007963,3994.0,0.032799,274.792,Muerto,0.000584,0.005,0.004387,0.382226,-0.000762,2.8e-05,26.2,0.17203,LOW
guitarra,Computer & Office,MX,80.626374,-0.007772,56784.0,0.040399,23.21,Estable,0.000839,0.005,0.004419,79.926899,-0.065051,0.000178,71.6875,0.189507,LOW
bateria,"Automobiles, Parts & Accessories",MX,79.67033,0.021118,46146.0,0.028627,129.698,Estable,0.009458,0.0,0.004418,81.570951,0.21426,0.001057,101.615385,0.307005,MEDIUM
flautas,Sports & Entertainment,MX,70.131868,-0.053098,9478.0,0.012872,31.202,Muerto,0.00348,0.025,0.004423,65.353082,-0.330232,3.4e-05,2.652174,0.164319,LOW
coches juguetes,Toys & Hobbies,MX,1.692308,0.09664,43100.0,0.01109,98.29,Muerto,0.000886,0.0,0.004388,10.389871,0.012719,7e-06,59.75,0.170813,LOW
ganchos ropa,Home & Garden,MX,25.659341,0.104953,13091648.0,0.022384,35.642,Estable,0.874686,0.039841,0.00443,35.105112,0.086209,0.0,6234.893617,0.670164,HIGH
toallas,Home & Garden,MX,83.263736,0.003408,193034.0,0.011459,24.048,Estable,0.006128,0.025,0.004419,83.570473,0.035161,0.00085,58.210526,0.274777,LOW
mochila viaje,Sports & Entertainment,MX,14.516484,0.423539,132836.0,0.013822,110.142,Muerto,0.027619,0.120892,0.004661,52.634974,0.226477,0.0,91.8,0.187316,LOW
condon,,MX,48.21978,-0.121564,264917.0,0.012796,,Estable,0.035548,0.005,0.004423,37.279025,-0.600389,0.000156,484.285714,0.195955,LOW
vibrador,Beauty & Health,MX,82.406593,-0.038621,64106.0,0.020513,217.515,Muerto,0.02272,0.0,0.004423,78.930721,-0.341777,0.000246,65.75,0.1986,LOW
almohadilla viaje,Home & Garden,MX,1.098901,-0.046186,400.0,0.09,23.834444,Estable,0.002786,0.0,0.004388,0.0,-0.00442,2.8e-05,9.0,0.172396,LOW
cargador c,Phones & Telecommunications Accessories,MX,59.450549,0.052078,2347.0,0.014487,16.88,Muerto,0.008028,0.008507,0.004427,64.137602,0.204127,1e-06,4.857143,0.176855,LOW
calcetines,Underwear,MX,60.32967,-0.015289,78415.0,0.022687,15.183,Estable,0.002309,0.01,0.004423,58.953655,-0.090086,9.7e-05,41.372093,0.178941,LOW
violin,Sports & Entertainment,MX,79.83871,-0.080242,11246.0,0.049707,41.709,Estable,0.006555,0.0,0.004419,72.616935,-0.573762,3.8e-05,93.166667,0.161504,LOW
clarinete,Sports & Entertainment,MX,36.967742,0.979435,4446.0,0.036437,38.704,Muerto,0.076584,0.17405,0.015399,100.0,1.318464,0.0,10.125,0.235021,LOW
trompeta,Home & Garden,MX,75.0,0.195968,23984.0,0.02314,32.166,Muerto,0.010538,0.014398,0.021152,92.637097,1.386292,6.8e-05,16.323529,0.218738,LOW
piano,Home & Garden,MX,82.612903,-0.402419,23495.0,0.038817,48.66,Estable,0.00441,0.0,0.004423,46.395161,-3.515587,0.000213,91.2,0.100493,LOW
billetera de cuero,Luggage & Bags,MX,3.225806,-0.483871,251544.0,0.078634,15.855,Estable,0.00207,0.01,0.004388,0.0,-0.082322,0.0,581.764706,0.180378,LOW
gafas de sol,Apparel Accessories,MX,43.870968,2.025403,37773.0,0.029651,20.286,Viral/Premium,0.698002,0.861709,0.012452,100.0,2.332101,0.0,29.473684,0.512042,MEDIUM
